Unique Key,Created Date,Closed Date,Agency,Agency Name,Complaint Type,Descriptor,Location Type,Incident Zip,Incident Address,Street Name,Cross Street 1,Cross Street 2,Intersection Street 1,Intersection Street 2,Address Type,City,Landmark,Facility Type,Status,Due Date,Resolution Description,Resolution Action Updated Date,Community Board,BBL,Borough,X Coordinate (State Plane),Y Coordinate (State Plane),Open Data Channel Type,Park Facility Name,Park Borough,Vehicle Type,Taxi Company Borough,Taxi Pick Up Location,Bridge Highway Name,Bridge Highway Direction,Road Ramp,Bridge Highway Segment,Latitude,Longitude,Location
32369992,01/08/2016 02:35:55 PM,01/08/2016 02:36:22 PM,HRA,HRA Benefit Card Replacement,Benefit Card Replacement,Food Stamp,NYC Street Address,,,,,,,,,,,N/A,Closed,,"The Human Resources Administration received your request. If you are eligible for a benefit card replacement, you will receive it in 7 to 10 business days. No further updates will be available by calling 311 or on 311 Online.",,0 Unspecified,,Unspecified,,,ONLINE,Unspecified,Unspecified,,,,,,,,,,
32369993,01/08/2016 08:08:00 AM,01/08/2016 12:00:00 PM,DSNY,BCC - Queens East,Missed Collection (All Materials),1RG Missed Recycling Paper,Sidewalk,11426,83-19 COMMONWEALTH BOULEVARD,COMMONWEALTH BOULEVARD,83 AVENUE,HILLSIDE AVENUE,,,ADDRESS,Bellerose,,DSNY Garage,Closed,,The Department of Sanitation picked up the items and determined that the missed collection complaint was not warranted.,01/08/2016 12:00:00 PM,13 QUEENS,4085880026,QUEENS,1061207,207447,ONLINE,Unspecified,QUEENS,,,,,,,,40.7357359364168,-73.72230895645265,"(40.7357359364168, -73.72230895645265)"
32369994,01/08/2016 08:56:00 AM,01/09/2016 12:00:00 PM,DSNY,Manhattan 02,Missed Collection (All Materials),1RG Missed Recycling Paper,Sidewalk,10014,50 BANK STREET,BANK STREET,WAVERLY PLACE,WEST 4 STREET,,,ADDRESS,NEW YORK,,DSNY Garage,Closed,,The Department of Sanitation investigated this complaint and found no condition at the location.,01/09/2016 12:00:00 PM,02 MANHATTAN,1006140007,MANHATTAN,983304,207740,PHONE,Unspecified,MANHATTAN,,,,,,,,40.73687490447581,-74.00341359171652,"(40.73687490447581, -74.00341359171652)"
32369995,01/08/2016 08:17:00 AM,01/09/2016 12:00:00 PM,DSNY,BCC - Staten Island,Missed Collection (All Materials),1RG Missed Recycling Paper,Sidewalk,10314,126 WASHINGTON AVENUE,WASHINGTON AVENUE,OAKVILLE STREET,RUPERT AVENUE,,,ADDRESS,STATEN ISLAND,,DSNY Garage,Closed,,The Department of Sanitation investigated this complaint and found no condition at the location.,01/09/2016 12:00:00 PM,02 STATEN ISLAND,5019730009,STATEN ISLAND,946488,157468,PHONE,Unspecified,STATEN ISLAND,,,,,,,,40.59880909929298,-74.13598050020254,"(40.59880909929298, -74.13598050020254)"
32369997,01/08/2016 07:09:20 AM,01/08/2016 08:30:59 AM,NYPD,New York City Police Department,Blocked Driveway,No Access,Street/Sidewalk,11208,103 RIDGEWOOD AVENUE,RIDGEWOOD AVENUE,ELTON STREET,LINWOOD STREET,,,ADDRESS,BROOKLYN,,Precinct,Closed,01/08/2016 03:09:20 PM,The Police Department responded to the complaint and with the information available observed no evidence of the violation at that time.,01/08/2016 08:30:59 AM,05 BROOKLYN,3039090032,BROOKLYN,1016125,188053,PHONE,Unspecified,BROOKLYN,,,,,,,,40.68278141906699,-73.88507399159727,"(40.68278141906699, -73.88507399159727)"
32369998,01/08/2016 12:35:28 PM,01/08/2016 01:58:01 PM,NYPD,New York City Police Department,Blocked Driveway,No Access,Street/Sidewalk,10469,2435 LACONIA AVENUE,LACONIA AVENUE,WARING AVENUE,MACE AVENUE,,,ADDRESS,BRONX,,Precinct,Closed,01/08/2016 08:35:28 PM,The Police Department responded to the complaint and determined that police action was not necessary.,01/08/2016 01:58:01 PM,11 BRONX,2044490038,BRONX,1024108,253312,PHONE,Unspecified,BRONX,,,,,,,,40.861867659160346,-73.8559041053453,"(40.861867659160346, -73.8559041053453)"
32370000,01/08/2016 01:51:00 PM,01/09/2016 12:00:00 PM,DSNY,BCC - Brooklyn South,Missed Collection (All Materials),2 Bulk-Missed Collection,Sidewalk,11217,303 DOUGLASS STREET,DOUGLASS STREET,3 AVENUE,4 AVENUE,,,ADDRESS,BROOKLYN,,DSNY Garage,Closed,,The Department of Sanitation picked up the items.,01/09/2016 12:00:00 PM,06 BROOKLYN,3004130063,BROOKLYN,988878,186994,ONLINE,Unspecified,BROOKLYN,,,,,,,,40.67993088733103,-73.98331436289344,"(40.67993088733103, -73.98331436289344)"
32370003,01/08/2016 10:16:47 AM,01/08/2016 09:31:58 PM,NYPD,New York City Police Department,Blocked Driveway,No Access,Street/Sidewalk,11385,79-03 CYPRESS AVENUE,CYPRESS AVENUE,79 AVENUE,79 AVENUE,,,ADDRESS,RIDGEWOOD,,Precinct,Closed,01/08/2016 06:16:47 PM,The Police Department made an arrest in response to the complaint.,01/08/2016 09:31:58 PM,05 QUEENS,4035700001,QUEENS,1012530,192378,PHONE,Unspecified,QUEENS,,,,,,,,40.694664758185006,-73.89801767545043,"(40.694664758185006, -73.89801767545043)"
32370004,01/08/2016 05:53:52 PM,01/08/2016 06:22:23 PM,NYPD,New York City Police Department,Blocked Driveway,No Access,Street/Sidewalk,11433,168-56 92 ROAD,92 ROAD,168 PLACE,170 STREET,,,ADDRESS,JAMAICA,,Precinct,Closed,01/09/2016 01:53:52 AM,The Police Department responded to the complaint and determined that police action was not necessary.,01/08/2016 06:22:23 PM,12 QUEENS,4102110254,QUEENS,1042287,196508,PHONE,Unspecified,QUEENS,,,,,,,,40.70585549432875,-73.79067376006044,"(40.70585549432875, -73.79067376006044)"
32370005,01/08/2016 09:49:19 PM,01/08/2016 10:31:11 PM,NYPD,New York City Police Department,Blocked Driveway,No Access,Street/Sidewalk,11434,158-10 115 ROAD,115 ROAD,158 STREET,159 STREET,,,ADDRESS,JAMAICA,,Precinct,Closed,01/09/2016 05:49:19 AM,The Police Department responded to the complaint and with the information available observed no evidence of the violation at that time.,01/08/2016 10:31:11 PM,12 QUEENS,4121980004,QUEENS,1043176,189568,PHONE,Unspecified,QUEENS,,,,,,,,40.686800987592555,-73.78752806598867,"(40.686800987592555, -73.78752806598867)"
32370008,01/08/2016 08:47:26 AM,01/08/2016 12:34:56 PM,NYPD,New York City Police Department,Blocked Driveway,No Access,Street/Sidewalk,11433,92-16 173 STREET,173 STREET,JAMAICA AVENUE,93 AVENUE,,,ADDRESS,JAMAICA,,Precinct,Closed,01/08/2016 04:47:26 PM,The Police Department responded to the complaint and with the information available observed no evidence of the violation at that time.,01/08/2016 12:34:56 PM,12 QUEENS,4102130018,QUEENS,1043429,197078,MOBILE,Unspecified,QUEENS,,,,,,,,40.70741244107276,-73.78654983276856,"(40.70741244107276, -73.78654983276856)"
32370012,01/08/2016 10:00:38 PM,01/08/2016 11:20:53 PM,NYPD,New York City Police Department,Blocked Driveway,No Access,Street/Sidewalk,11238,249 ST JAMES PLACE,ST JAMES PLACE,FULTON STREET,LEFFERTS PLACE,,,ADDRESS,BROOKLYN,,Precinct,Closed,01/09/2016 06:00:38 AM,The Police Department issued a summons in response to the complaint.,01/08/2016 11:20:53 PM,02 BROOKLYN,3020140001,BROOKLYN,994376,187753,PHONE,Unspecified,BROOKLYN,,,,,,,,40.6820095878186,-73.96349091790968,"(40.6820095878186, -73.96349091790968)"
32370013,01/09/2016 12:39:57 AM,01/09/2016 03:48:43 AM,NYPD,New York City Police Department,Blocked Driveway,No Access,Street/Sidewalk,11435,143-25 84 AVENUE,84 AVENUE,DANIELS STREET,SMEDLEY STREET,,,ADDRESS,JAMAICA,,Precinct,Closed,01/09/2016 08:39:57 AM,The Police Department responded and upon arrival those responsible for the condition were gone.,01/09/2016 03:48:43 AM,08 QUEENS,4097380150,QUEENS,1035672,199290,PHONE,Unspecified,QUEENS,,,,,,,,40.71353232268324,-73.81451123523097,"(40.71353232268324, -73.81451123523097)"
32370018,01/08/2016 07:30:42 PM,01/08/2016 11:25:21 PM,NYPD,New York City Police Department,Blocked Driveway,No Access,Street/Sidewalk,11419,121-02 101 AVENUE,101 AVENUE,121 STREET,123 STREET,,,ADDRESS,SOUTH RICHMOND HILL,,Precinct,Closed,01/09/2016 03:30:42 AM,The Police Department responded to the complaint and determined that police action was not necessary.,01/08/2016 11:25:21 PM,09 QUEENS,4094890001,QUEENS,1033127,190923,PHONE,Unspecified,QUEENS,,,,,,,,40.69058134126643,-73.82375222596083,"(40.69058134126643, -73.82375222596083)"
32370024,01/08/2016 08:35:18 AM,01/11/2016 03:19:46 PM,DOT,Department of Transportation,Street Condition,Cave-in,Street,11420,134-02 ROCKAWAY BOULEVARD,ROCKAWAY BOULEVARD,134 STREET,134 STREET,,,ADDRESS,SOUTH OZONE PARK,,N/A,Closed,01/18/2016 11:04:55 AM,The Department of Transportation inspected the condition you reported and found that the condition meets its standards and/or there is a valid permit to conduct work.,01/11/2016 03:19:46 PM,10 QUEENS,4117580043,QUEENS,1038501,185117,PHONE,Unspecified,QUEENS,,,,,,,,40.674613923198244,-73.80442068295085,"(40.674613923198244, -73.80442068295085)"
32370025,01/08/2016 08:40:22 AM,01/08/2016 03:07:50 PM,NYPD,New York City Police Department,Blocked Driveway,Partial Access,Street/Sidewalk,11420,117-56 123 STREET,123 STREET,ROCKAWAY BOULEVARD,SUTTER AVENUE,,,ADDRESS,SOUTH OZONE PARK,,Precinct,Closed,01/08/2016 04:40:22 PM,The Police Department responded to the complaint and determined that police action was not necessary.,01/08/2016 03:07:50 PM,10 QUEENS,4117160073,QUEENS,1035680,185324,PHONE,Unspecified,QUEENS,,,,,,,,40.67519892874634,-73.81458900922769,"(40.67519892874634, -73.81458900922769)"
32370027,01/08/2016 11:35:41 AM,01/08/2016 03:00:53 PM,NYPD,New York City Police Department,Blocked Driveway,Partial Access,Street/Sidewalk,11208,328 ETNA STREET,ETNA STREET,HEMLOCK STREET,AUTUMN AVENUE,,,ADDRESS,BROOKLYN,,Precinct,Closed,01/08/2016 07:35:41 PM,The Police Department responded to the complaint and with the information available observed no evidence of the violation at that time.,01/08/2016 03:00:53 PM,05 BROOKLYN,3041200051,BROOKLYN,1019811,189701,MOBILE,Unspecified,BROOKLYN,,,,,,,,40.687290756566235,-73.8717753583883,"(40.687290756566235, -73.8717753583883)"
32370030,01/08/2016 02:28:29 PM,01/21/2016 08:00:00 AM,DOHMH,Department of Health and Mental Hygiene,Asbestos,N/A,3+ Family Apartment Building,10027,2406 8 AVENUE,8 AVENUE,WEST 128 STREET,WEST 129 STREET,,,ADDRESS,NEW YORK,,N/A,Closed,02/22/2016 02:28:29 PM,"The Department of Health and Mental Hygiene has contacted the customer and closed the Service Request.  If the Agency was unable to make phone contact, a letter was sent to the customer to call the Office of Environmental Investigations to schedule an appointment.",01/21/2016 08:00:00 AM,10 MANHATTAN,1019330001,MANHATTAN,998217,235253,PHONE,Unspecified,MANHATTAN,,,,,,,,40.81237987794911,-73.94954362843214,"(40.81237987794911, -73.94954362843214)"
32370031,01/09/2016 12:43:42 AM,01/09/2016 04:48:39 AM,NYPD,New York City Police Department,Noise - Residential,Banging/Pounding,Residential Building/House,11225,236 MAPLE STREET,MAPLE STREET,ROGERS AVENUE,NOSTRAND AVENUE,,,ADDRESS,BROOKLYN,,Precinct,Closed,01/09/2016 08:43:42 AM,The Police Department responded to the complaint and with the information available observed no evidence of the violation at that time.,01/09/2016 04:48:39 AM,09 BROOKLYN,3050330014,BROOKLYN,997381,179989,MOBILE,Unspecified,BROOKLYN,,,,,,,,40.66069520188016,-73.95267157933547,"(40.66069520188016, -73.95267157933547)"
32370032,01/08/2016 04:32:32 PM,01/08/2016 09:04:22 PM,NYPD,New York City Police Department,Blocked Driveway,No Access,Street/Sidewalk,10470,4370 KATONAH AVENUE,KATONAH AVENUE,EAST 240 STREET,EAST 241 STREET,,,ADDRESS,BRONX,,Precinct,Closed,01/09/2016 12:32:32 AM,The Police Department responded and upon arrival those responsible for the condition were gone.,01/08/2016 09:04:22 PM,12 BRONX,2033890053,BRONX,1020783,267618,PHONE,Unspecified,BRONX,,,,,,,,40.90114751596052,-73.86784670440932,"(40.90114751596052, -73.86784670440932)"
32370034,01/08/2016 03:08:35 PM,01/08/2016 04:35:38 PM,NYPD,New York City Police Department,Non-Emergency Police Matter,Trespassing,Residential Building/House,11412,116-11 196 STREET,196 STREET,116 AVENUE,116 ROAD,,,ADDRESS,SAINT ALBANS,,Precinct,Closed,01/08/2016 11:08:35 PM,The Police Department responded to the complaint and with the information available observed no evidence of the violation at that time.,01/08/2016 04:35:38 PM,12 QUEENS,4110680087,QUEENS,1051832,192475,PHONE,Unspecified,QUEENS,,,,,,,,40.694718141094405,-73.75628775421919,"(40.694718141094405, -73.75628775421919)"
32370035,01/08/2016 03:44:32 PM,01/08/2016 04:33:22 PM,NYPD,New York City Police Department,Non-Emergency Police Matter,Trespassing,Street/Sidewalk,11234,,,,,AVENUE K,EAST   53 STREET,INTERSECTION,BROOKLYN,,Precinct,Closed,01/08/2016 11:44:32 PM,The Police Department responded to the complaint and with the information available observed no evidence of the violation at that time.,01/08/2016 04:33:22 PM,18 BROOKLYN,,BROOKLYN,1005150,167358,PHONE,Unspecified,BROOKLYN,,,,,,,,40.626010906931484,-73.92470870300976,"(40.626010906931484, -73.92470870300976)"
32370036,01/08/2016 05:01:12 PM,01/08/2016 07:43:24 PM,NYPD,New York City Police Department,Non-Emergency Police Matter,Trespassing,Street/Sidewalk,10472,1260 FTELEY AVENUE,FTELEY AVENUE,WESTCHESTER AVENUE,EAST 172 STREET,,,ADDRESS,BRONX,,Precinct,Closed,01/09/2016 01:01:12 AM,The Police Department responded to the complaint and took action to fix the condition.,01/08/2016 07:43:24 PM,09 BRONX,2037810017,BRONX,1019680,242100,PHONE,Unspecified,BRONX,,,,,,,,40.83111293289715,-73.871971568632,"(40.83111293289715, -73.871971568632)"
32370037,01/08/2016 05:08:00 PM,01/13/2016 05:45:00 PM,DEP,Department of Environmental Protection,Noise,Noise: air condition/ventilation equipment (NV1),,11201,121 MONTAGUE STREET,MONTAGUE STREET,HICKS ST,HENRY ST,,,ADDRESS,BROOKLYN,,N/A,Closed,,The Department of Environmental Protection observed a violation of the New York City Air/Noise Code at the time of inspection and issued a notice of violation.,01/13/2016 05:45:00 PM,02 BROOKLYN,3002420001,BROOKLYN,985719,192452,ONLINE,Unspecified,BROOKLYN,,,,,,,,40.69491293362637,-73.99470252621445,"(40.69491293362637, -73.99470252621445)"
32370038,01/08/2016 12:25:01 PM,01/08/2016 03:44:12 PM,NYPD,New York City Police Department,Blocked Driveway,No Access,Street/Sidewalk,11418,86-27 107 STREET,107 STREET,86 AVENUE,JAMAICA AVENUE,,,ADDRESS,RICHMOND HILL,,Precinct,Closed,01/08/2016 08:25:01 PM,The Police Department responded to the complaint and determined that police action was not necessary.,01/08/2016 03:44:12 PM,09 QUEENS,4092030071,QUEENS,1028311,193220,ONLINE,Unspecified,QUEENS,,,,,,,,40.696911350396604,-73.84110339230233,"(40.696911350396604, -73.84110339230233)"
32370039,01/08/2016 04:26:08 PM,,DOHMH,Department of Health and Mental Hygiene,Food Establishment,Rodents/Insects/Garbage,Restaurant/Bar/Deli/Bakery,10028,,,,,EAST   86 STREET,YORK AVENUE,INTERSECTION,NEW YORK,,N/A,Pending,02/14/2016 04:26:08 PM,The Department of Health and Mental Hygiene has received and processed your complaint.  All restaurants and mobile food vendors are inspected annually.  Restaurant inspection results can be found on WWW.NYC.GOV or a copy of the inspection can be requested from 311.,01/11/2016 10:24:43 AM,08 MANHATTAN,,MANHATTAN,998895,221973,ONLINE,Unspecified,MANHATTAN,,,,,,,,40.77592877982616,-73.9471232847572,"(40.77592877982616, -73.9471232847572)"
32370041,01/08/2016 06:32:03 AM,01/08/2016 07:39:26 AM,NYPD,New York City Police Department,Blocked Driveway,No Access,Street/Sidewalk,11379,58-48 76 STREET,76 STREET,58 ROAD,CALDWELL AVENUE,,,ADDRESS,MIDDLE VILLAGE,,Precinct,Closed,01/08/2016 02:32:03 PM,The Police Department responded to the complaint and determined that police action was not necessary.,01/08/2016 07:39:26 AM,05 QUEENS,4028220036,QUEENS,1016323,203602,PHONE,Unspecified,QUEENS,,,,,,,,40.72545901461423,-73.88428604217012,"(40.72545901461423, -73.88428604217012)"
32370042,01/08/2016 02:29:27 AM,01/19/2016 12:00:00 AM,DOB,Department of Buildings,Building/Use,Illegal Conversion Of Residential Building/Space,,11225,451 KINGSTON AVENUE,KINGSTON AVENUE,,,,,ADDRESS,BROOKLYN,,N/A,Closed,,The Department of Buildings investigated this complaint and determined that no further action was necessary.,01/19/2016 12:00:00 AM,09 BROOKLYN,3013260001,BROOKLYN,1000134,181014,UNKNOWN,Unspecified,BROOKLYN,,,,,,,,40.663504089172804,-73.94274645441016,"(40.663504089172804, -73.94274645441016)"
32370043,01/08/2016 09:44:53 AM,01/27/2016 02:58:18 PM,DOT,Department of Transportation,Sidewalk Condition,Broken Sidewalk,Sidewalk,11231,343 SACKETT STREET,SACKETT STREET,COURT STREET,SMITH STREET,,,ADDRESS,BROOKLYN,,N/A,Closed,02/07/2016 09:44:53 AM,"The Department of Transportation  has inspected the location within the last six months and has either notified  or will notify the property owner of any defective sidewalk conditions. The property owner is responsible for maintaining, repairing and installing sidewalks adjoining their property, according to Section 19-152 of the New York City Administrative Code.",01/27/2016 02:58:18 PM,06 BROOKLYN,3004210048,BROOKLYN,985887,187937,ONLINE,Unspecified,BROOKLYN,,,,,,,,40.68252026652476,-73.9940977855637,"(40.68252026652476, -73.9940977855637)"
32370044,01/08/2016 07:20:29 AM,01/08/2016 08:42:45 AM,NYPD,New York City Police Department,Blocked Driveway,No Access,Street/Sidewalk,11385,350 ST NICHOLAS AVENUE,ST NICHOLAS AVENUE,PALMETTO STREET,WOODBINE STREET,,,ADDRESS,RIDGEWOOD,,Precinct,Closed,01/08/2016 03:20:29 PM,The Police Department responded and upon arrival those responsible for the condition were gone.,01/08/2016 08:42:45 AM,05 QUEENS,4034450027,QUEENS,1009362,194427,PHONE,Unspecified,QUEENS,,,,,,,,40.700298339543686,-73.90943435567071,"(40.700298339543686, -73.90943435567071)"
32370045,01/08/2016 10:02:18 PM,01/08/2016 11:07:59 PM,NYPD,New York City Police Department,Blocked Driveway,No Access,Street/Sidewalk,11369,32-45 108 STREET,108 STREET,32 AVENUE,NORTHERN BOULEVARD,,,ADDRESS,EAST ELMHURST,,Precinct,Closed,01/09/2016 06:02:18 AM,The Police Department responded to the complaint and with the information available observed no evidence of the violation at that time.,01/08/2016 11:07:59 PM,03 QUEENS,4017030064,QUEENS,1022704,215821,PHONE,Unspecified,QUEENS,,,,,,,,40.75897164370873,-73.86119465407548,"(40.75897164370873, -73.86119465407548)"
32370047,01/09/2016 01:17:00 AM,01/09/2016 03:09:55 AM,NYPD,New York City Police Department,Blocked Driveway,No Access,Street/Sidewalk,10461,1701 ST PETERS AVENUE,ST PETERS AVENUE,MACLAY AVENUE,EAST TREMONT AVENUE,,,ADDRESS,BRONX,,Precinct,Closed,01/09/2016 09:17:00 AM,The Police Department issued a summons in response to the complaint.,01/09/2016 03:09:55 AM,10 BRONX,2039990069,BRONX,1025968,245994,PHONE,Unspecified,BRONX,,,,,,,,40.84177335678588,-73.84922532503705,"(40.84177335678588, -73.84922532503705)"
32370050,01/08/2016 08:41:34 PM,01/09/2016 01:35:57 AM,NYPD,New York City Police Department,Blocked Driveway,No Access,Street/Sidewalk,10022,1057 1 AVENUE,1 AVENUE,EAST 57 STREET,EAST 58 STREET,,,ADDRESS,NEW YORK,,Precinct,Closed,01/09/2016 04:41:34 AM,The Police Department responded to the complaint and took action to fix the condition.,01/09/2016 01:35:57 AM,06 MANHATTAN,1013500027,MANHATTAN,994605,215709,PHONE,Unspecified,MANHATTAN,,,,,,,,40.75874179225082,-73.96262225414132,"(40.75874179225082, -73.96262225414132)"
32370051,01/08/2016 09:31:54 AM,01/08/2016 01:16:20 PM,NYPD,New York City Police Department,Blocked Driveway,Partial Access,Street/Sidewalk,11370,82-07 30 AVENUE,30 AVENUE,82 STREET,83 STREET,,,ADDRESS,EAST ELMHURST,,Precinct,Closed,01/08/2016 05:31:54 PM,The Police Department issued a summons in response to the complaint.,01/08/2016 01:16:20 PM,03 QUEENS,4013560138,QUEENS,1015770,216639,PHONE,Unspecified,QUEENS,,,,,,,,40.76124428101553,-73.8862200763094,"(40.76124428101553, -73.8862200763094)"
32370053,01/08/2016 09:27:26 AM,09/18/2016 12:00:00 AM,DOB,Department of Buildings,Building/Use,Illegal Conversion Of Residential Building/Space,,10461,1710 YATES AVENUE,YATES AVENUE,,,,,ADDRESS,BRONX,,N/A,Closed,,"The Department of Buildings attempted to investigate this complaint twice but could not gain access to the location. If the problem still exists, please call 311 and file a new complaint with additional access information. If you are outside of New York City, please call (212) NEW-YORK (212-639-9675).",09/18/2016 12:00:00 AM,11 BRONX,2041150036,BRONX,1025843,248860,UNKNOWN,Unspecified,BRONX,,,,,,,,40.84964026271669,-73.84965931425381,"(40.84964026271669, -73.84965931425381)"
32370056,01/08/2016 05:56:53 PM,01/08/2016 07:47:43 PM,NYPD,New York City Police Department,Blocked Driveway,No Access,Street/Sidewalk,11368,102-46 46 AVENUE,46 AVENUE,102 STREET,104 STREET,,,ADDRESS,CORONA,,Precinct,Closed,01/09/2016 01:56:53 AM,The Police Department reviewed your complaint and provided additional information below.,01/08/2016 07:47:43 PM,04 QUEENS,4019810021,QUEENS,1022566,211036,PHONE,Unspecified,QUEENS,,,,,,,,40.74583864612518,-73.86172005006321,"(40.74583864612518, -73.86172005006321)"
32370057,01/08/2016 10:04:34 PM,01/08/2016 10:59:13 PM,NYPD,New York City Police Department,Blocked Driveway,No Access,Street/Sidewalk,11228,1044 73 STREET,73 STREET,10 AVENUE,11 AVENUE,,,ADDRESS,BROOKLYN,,Precinct,Closed,01/09/2016 06:04:34 AM,The Police Department reviewed your complaint and provided additional information below.,01/08/2016 10:59:13 PM,10 BROOKLYN,3059240025,BROOKLYN,980971,166920,PHONE,Unspecified,BROOKLYN,,,,,,,,40.62483273554261,-74.01181223804761,"(40.62483273554261, -74.01181223804761)"
32370058,01/08/2016 10:10:34 AM,01/08/2016 03:44:13 PM,NYPD,New York City Police Department,Blocked Driveway,Partial Access,Street/Sidewalk,11419,114-20 101 AVENUE,101 AVENUE,114 STREET,115 STREET,,,ADDRESS,SOUTH RICHMOND HILL,,Precinct,Closed,01/08/2016 06:10:34 PM,The Police Department responded to the complaint and determined that police action was not necessary.,01/08/2016 03:44:13 PM,09 QUEENS,4094320008,QUEENS,1031418,190282,PHONE,Unspecified,QUEENS,,,,,,,,40.688831220092055,-73.82991925808749,"(40.688831220092055, -73.82991925808749)"
32370061,01/08/2016 02:02:00 PM,01/08/2016 02:02:00 PM,DSNY,Brooklyn South 10,Sanitation Condition,12 Dead Animals,Sidewalk,11209,6914 6 AVENUE,6 AVENUE,,,,,ADDRESS,BROOKLYN,,N/A,Closed,,"The Department of Sanitation has investigated the complaint and addressed the issue. If the problem persists, call 311 to enter a new complaint. If you are outside of New York City, please call (212) NEW-YORK (212-639-9675).",01/08/2016 02:02:00 PM,10 BROOKLYN,3058740051,BROOKLYN,979079,169573,PHONE,Unspecified,BROOKLYN,,,,,,,,40.63211375929521,-74.01862999306641,"(40.63211375929521, -74.01862999306641)"
32370062,01/08/2016 10:27:36 AM,03/10/2016 12:00:00 AM,DOB,Department of Buildings,Elevator,Elevator - Defective/Not Working,,10456,955 CAULDWELL AVENUE,CAULDWELL AVENUE,,,,,ADDRESS,BRONX,,N/A,Closed,,"The Department of Buildings determined that the conditions described in this complaint were addressed under another service request number. Click on ""Learn More"" in the ""Did You Know"" section below for more information.",03/10/2016 12:00:00 AM,03 BRONX,2026210001,BRONX,1010153,239659,UNKNOWN,Unspecified,BRONX,,,,,,,,40.8244461683354,-73.9064073482954,"(40.8244461683354, -73.9064073482954)"
32370064,01/08/2016 09:28:02 AM,01/08/2016 08:30:09 PM,NYPD,New York City Police Department,Blocked Driveway,No Access,Street/Sidewalk,11235,2782 EAST 16 STREET,EAST 16 STREET,BAY COURT,EMMONS AVENUE,,,ADDRESS,BROOKLYN,,Precinct,Closed,01/08/2016 05:28:02 PM,The Police Department responded and upon arrival those responsible for the condition were gone.,01/08/2016 08:30:09 PM,15 BROOKLYN,3087690040,BROOKLYN,997409,151978,PHONE,Unspecified,BROOKLYN,,,,,,,,40.58381083136371,-73.95262526028044,"(40.58381083136371, -73.95262526028044)"
32370066,01/08/2016 08:20:59 PM,01/08/2016 11:31:55 PM,NYPD,New York City Police Department,Blocked Driveway,No Access,Street/Sidewalk,11385,,,,,LINDEN STREET,FAIRVIEW AVENUE,INTERSECTION,RIDGEWOOD,,Precinct,Closed,01/09/2016 04:20:59 AM,The Police Department responded and upon arrival those responsible for the condition were gone.,01/08/2016 11:31:55 PM,05 QUEENS,,QUEENS,1010313,196796,PHONE,Unspecified,QUEENS,,,,,,,,40.70679793442995,-73.90599543777856,"(40.70679793442995, -73.90599543777856)"
32370067,01/08/2016 07:48:31 PM,01/08/2016 10:22:33 PM,NYPD,New York City Police Department,Blocked Driveway,No Access,Street/Sidewalk,11103,25-55 46 STREET,46 STREET,25 AVENUE,28 AVENUE,,,ADDRESS,ASTORIA,,Precinct,Closed,01/09/2016 03:48:31 AM,The Police Department issued a summons in response to the complaint.,01/08/2016 10:22:33 PM,01 QUEENS,4007300022,QUEENS,1009946,218106,ONLINE,Unspecified,QUEENS,,,,,,,,40.76528966097431,-73.90723774658578,"(40.76528966097431, -73.90723774658578)"
32370069,01/08/2016 11:43:31 AM,01/08/2016 04:35:32 PM,NYPD,New York City Police Department,Blocked Driveway,No Access,Street/Sidewalk,11368,99-05 CHRISTIE AVENUE,CHRISTIE AVENUE,99 STREET,101 STREET,,,ADDRESS,CORONA,,Precinct,Closed,01/08/2016 07:43:31 PM,The Police Department responded to the complaint and with the information available observed no evidence of the violation at that time.,01/08/2016 04:35:32 PM,04 QUEENS,4018920092,QUEENS,1022602,209547,PHONE,Unspecified,QUEENS,,,,,,,,40.74175156226253,-73.86159861893044,"(40.74175156226253, -73.86159861893044)"
32370070,01/08/2016 08:12:20 PM,01/08/2016 11:28:38 PM,NYPD,New York City Police Department,Blocked Driveway,No Access,Street/Sidewalk,11101,10-39 48 AVENUE,48 AVENUE,VERNON BOULEVARD,11 STREET,,,ADDRESS,LONG ISLAND CITY,,Precinct,Closed,01/09/2016 04:12:20 AM,The Police Department responded to the complaint and with the information available observed no evidence of the violation at that time.,01/08/2016 11:28:38 PM,02 QUEENS,4000450017,QUEENS,997372,210313,PHONE,Unspecified,QUEENS,,,,,,,,40.74392746517563,-73.95264493198061,"(40.74392746517563, -73.95264493198061)"
32370071,01/08/2016 10:43:55 AM,01/08/2016 02:59:48 PM,NYPD,New York City Police Department,Blocked Driveway,No Access,Street/Sidewalk,11218,1218 40 STREET,40 STREET,12 AVENUE,13 AVENUE,,,ADDRESS,BROOKLYN,,Precinct,Closed,01/08/2016 06:43:55 PM,The Police Department responded and upon arrival those responsible for the condition were gone.,01/08/2016 02:59:48 PM,12 BROOKLYN,3055890018,BROOKLYN,987451,172816,ONLINE,Unspecified,BROOKLYN,,,,,,,,40.64101603435618,-73.98846595173877,"(40.64101603435618, -73.98846595173877)"
